"","Sp","Pot_Area","Hab_Area","BAU_Area","Hab_perc","BAU_perc","Ext_015","Ext_025","Ext_035"
"264","Mimosa adamantina",701876.810876746,523433.553874184,678084.376609738,0.745762711864407,0.966101694915254,0.00515956986757971,0.00858448508537946,0.0119976094230602
"265","Mimosa barretoi",1748743.91862511,1165829.27908341,1665470.39869058,0.666666666666667,0.952380952380952,0.00729180943572039,0.0121234525769259,0.016931579466663
"266","Mimosa bombycina",3366629.44878168,1832017.43855964,2807507.24350699,0.544169611307421,0.833922261484099,0.0268745401971318,0.0443884463667783,0.0615871445576085
"267","Mimosa chrysastra",107065.954201538,83273.5199345292,107065.954201538,0.777777777777778,1,0,0,0
"268","Mimosa heringeri",1189621.71335042,511537.33674068,618603.290942217,0.43,0.52,0.0934317573114185,0.15081789050122,0.204571458454993
"269","Mimosa leprosa",1784432.57002563,1189621.71335042,1701159.0500911,0.666666666666667,0.953333333333333,0.00714296645328483,0.011876575999509,0.0165876172820467
"270","Mimosa lithoreas",452056.251073159,83273.5199345292,83273.5199345292,0.184210526315789,0.184210526315789,0.22411533824184,0.344868305117608,0.446828170740079
"271","Mimosa macedoana",2046149.34696272,1296687.66755195,1974772.04416169,0.633720930232558,0.965116279069767,0.00531184525948092,0.00883739077543044,0.0123504404441881
"272","Mimosa montis-carasae",689980.593743242,511537.33674068,666188.159476234,0.741379310344828,0.96551724137931,0.00524986898802571,0.00873446096364527,0.0122068464756936
"273","Mimosa paucifolia",1950979.60989468,749461.679410763,1094451.97628238,0.384146341463415,0.560975609756098,0.083058567736275,0.134561931516927,0.183172420804851
"274","Mimosa suburbana",154650.822735554,47584.8685340167,35688.6514005125,0.307692307692308,0.230769230769231,0.197441524783358,0.306902271382122,0.401433694553426
"275","Mimosa uniceps",701876.810876746,523433.553874184,678084.376609738,0.745762711864407,0.966101694915254,0.00515956986757971,0.00858448508537946,0.0119976094230602
"276","Minaria bifurcata",773254.113677771,547225.988141192,761357.896544267,0.707692307692308,0.984615384615385,0.00232292580280236,0.0038685444612907,0.0054117686204973
"277","Minaria diamantinensis",773254.113677771,547225.988141192,761357.896544267,0.707692307692308,0.984615384615385,0.00232292580280236,0.0038685444612907,0.0054117686204973
"278","Minaria grazielae",1023074.67348136,725669.245143755,975489.804947342,0.709302325581395,0.953488372093023,0.00711874816371261,0.0118364042980743,0.0165316445802272
"279","Minaria hemipogonoides",1165829.27908341,844631.416478796,1130140.6276829,0.724489795918367,0.969387755102041,0.00465273041878589,0.00774251785960955,0.0108227138877461
"280","Minaria inconspicua",868423.850745805,666188.159476234,832735.199345292,0.767123287671233,0.958904109589041,0.00627486018497603,0.01043621065293,0.014580134936295
"281","Minaria magisteriana",214131.908403075,166547.039869058,202235.691269571,0.777777777777778,0.944444444444444,0.00853711219517084,0.0141879916497517,0.0198066637075627
"282","Minaria polygaloides",1201517.93048392,868423.850745805,1165829.27908341,0.722772277227723,0.97029702970297,0.00451274256504819,0.00750991812390966,0.0104980698994293
"283","Minaria refractifolia",1106348.19341589,808942.765078284,1058763.32488187,0.731182795698925,0.956989247311828,0.00657277272261414,0.0109306028927521,0.0152693167317985
"284","Minaria semirii",1344272.53608597,963593.587813838,1296687.66755195,0.716814159292036,0.964601769911504,0.0053914044018748,0.00896951584458028,0.012534755006116
"285","Minasia alpestris",1142036.8448164,773254.113677771,1106348.19341589,0.677083333333333,0.96875,0.00475098295367515,0.00790575838205954,0.0110505336920484
"286","Minasia pereirae",1522715.79308853,927904.936413326,1403753.62175349,0.609375,0.921875,0.0121277052535503,0.0201310197360179,0.0280694948226994
"287","Mitracarpus eritrichoides",654291.94234273,190339.474136067,440160.033939654,0.290909090909091,0.672727272727273,0.0577289348737995,0.0943513196251405,0.129550335757287
"288","Moquiniastrum hatschbachii",1891498.52422716,1284791.45041845,1808225.00429263,0.679245283018868,0.955974842767296,0.00673079822460898,0.011192809484308,0.0156347762843118
"289","Ocellochloa brachystachya",107065.954201538,71377.3028010251,95169.7370680334,0.666666666666667,0.888888888888889,0.0175123009308117,0.0290164565853531,0.0403859076553494
"290","Oocephalus piranii",214131.908403075,178443.257002563,214131.908403075,0.833333333333333,1,0,0,0
"291","Orthophytum humile",737565.462277259,392575.165405638,654291.94234273,0.532258064516129,0.887096774193548,0.017809679135419,0.0295062340644481,0.0410634988841149
"292","Ossaea warmingiana",1498923.35882153,463952.468206663,523433.553874184,0.30952380952381,0.349206349206349,0.145991251375437,0.231275836020957,0.3080435753884
"293","Ouratea hatschbachii",737565.462277259,392575.165405638,654291.94234273,0.532258064516129,0.887096774193548,0.017809679135419,0.0295062340644481,0.0410634988841149
"294","Oxalis diamantinae",689980.593743242,511537.33674068,666188.159476234,0.741379310344828,0.96551724137931,0.00524986898802571,0.00873446096364527,0.0122068464756936
"295","Oxypetalum ekblomii",1201517.93048392,535329.771007688,916008.719279821,0.445544554455446,0.762376237623762,0.0398802514707879,0.065579542806164,0.0905909474730778
"296","Paepalanthus ater",142754.60560205,118962.171335042,130858.388468546,0.833333333333333,0.916666666666667,0.0129669023738636,0.021517957366443,0.0299949312145685
"297","Pavonia grazielae",1082555.75914888,606707.073808713,963593.587813838,0.56043956043956,0.89010989010989,0.0173099833586762,0.0286831860563072,0.0399247605320056
"298","Pecluma hoehnii",761357.896544267,178443.257002563,202235.691269571,0.234375,0.265625,0.180327542746126,0.282094572243525,0.371226642250615
"299","Peixotoa andersonii",107065.954201538,95169.7370680334,107065.954201538,0.888888888888889,1,0,0,0
"300","Peixotoa bahiana",2783714.80923998,1582196.87875606,1713055.2672246,0.568376068376068,0.615384615384615,0.0702375656172818,0.114299971461705,0.156274214204457
"301","Peixotoa barnebyi",1189621.71335042,808942.765078284,1165829.27908341,0.68,0.98,0.00302581905177679,0.00503794360731202,0.00704600722997217
"302","Peixotoa cipoana",1605989.31302306,1082555.75914888,1558404.44448905,0.674074074074074,0.97037037037037,0.00450145622400588,0.00749116411878281,0.0104718932427197
"303","Peixotoa psilophylla",999282.239214351,547225.988141192,523433.553874184,0.547619047619048,0.523809523809524,0.0924386163443676,0.149266866487648,0.202536734715934
"304","Pellaea cymbiformis",118962.171335042,95169.7370680334,118962.171335042,0.8,1,0,0,0
"305","Pellaea gleichenioides",1011178.45634785,737565.462277259,987386.022080846,0.729411764705882,0.976470588235294,0.00356522673703008,0.00593498018232452,0.00829909780323568
"306","Persea pedunculosa",142754.60560205,83273.5199345292,107065.954201538,0.583333333333333,0.75,0.0422344991374968,0.0693951408979004,0.095785551886604
"307","Pfaffia argyrea",214131.908403075,178443.257002563,214131.908403075,0.833333333333333,1,0,0,0
"308","Pfaffia minarum",594810.856675209,285509.2112041,428263.81680615,0.48,0.72,0.048081264825322,0.0788441296806186,0.108612840498248
"309","Phragmipedium vittatum",2403035.86096784,1582196.87875606,1772536.35289212,0.658415841584158,0.737623762376238,0.044622003269843,0.0732582581514961,0.101036177278659
"310","Pilosocereus aurisetus_subsp._aurilanatus",178443.257002563,83273.5199345292,166547.039869058,0.466666666666667,0.933333333333333,0.0102955647915847,0.0171003189138293,0.0238582866652982
"311","Piptolepis buxoides",1487027.14168802,1011178.45634785,1451338.49028751,0.68,0.976,0.00363727292423399,0.00605476870288391,0.00846639886083078
"312","Piptolepis imbricata",71377.3028010251,59481.0856675209,71377.3028010251,0.833333333333333,1,0,0,0
"313","Piptolepis leptospermoides",618603.290942217,475848.685340167,582914.639541705,0.769230769230769,0.942307692307692,0.00887390548127243,0.0147460513176559,0.0205834063268033
"314","Pitcairnia bradei",737565.462277259,392575.165405638,654291.94234273,0.532258064516129,0.887096774193548,0.017809679135419,0.0295062340644481,0.0410634988841149
"315","Podocarpus barretoi",499641.119607175,404471.382539142,475848.685340167,0.809523809523809,0.952380952380952,0.00729180943572039,0.0121234525769259,0.0169315794666631
"316","Podocarpus brasiliensis",1403753.62175349,737565.462277259,856527.633612301,0.525423728813559,0.610169491525424,0.0714237462466315,0.116182447625675,0.158783715685655
"317","Polygala franchetii",916008.719279821,273612.994070596,392575.165405638,0.298701298701299,0.428571428571429,0.119349710490006,0.190893288429779,0.256624702783854
"318","Pombalia strigoides",1272895.23328495,1142036.8448164,1225310.36475093,0.897196261682243,0.962616822429907,0.00569867751920117,0.00947974279460584,0.0132464296775719
"319","Pseudolaelia cipoensis",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"320","Pseudolycopodiella benjaminiana",4020921.39112441,1939083.39276118,3081120.23757758,0.482248520710059,0.766272189349112,0.0391458735860521,0.0643880375044922,0.0889670759580259
"321","Pseudotrimezia brevistamina",1487027.14168802,1011178.45634785,1451338.49028751,0.68,0.976,0.00363727292423399,0.00605476870288391,0.00846639886083078
"322","Pseudotrimezia concava",654291.94234273,321197.862604613,571018.4224082,0.490909090909091,0.872727272727273,0.0202127533573283,0.0334604338187559,0.0465289927023006
"323","Pseudotrimezia gracilis",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"324","Pseudotrimezia synandra",832735.199345292,618603.290942217,808942.765078284,0.742857142857143,0.971428571428571,0.00433869109768259,0.00722068886929239,0.0100943445359302
"325","Pseudotrimezia tenuissima",1344272.53608597,832735.199345292,1237206.58188443,0.619469026548673,0.920353982300885,0.0123723630341795,0.0205354457937834,0.0286310578613511
"326","Richterago angustifolia",2807507.24350699,1713055.2672246,2629063.98650442,0.610169491525424,0.936440677966102,0.0098020095805057,0.0162832468694414,0.0227220618981808
"327","Richterago arenaria",2426828.29523485,1498923.35882153,2248385.03823229,0.617647058823529,0.926470588235294,0.0113905773202271,0.0189121232633532,0.0263764437217969
"328","Richterago lanata",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"329","Richterago riparia",1939083.39276118,1237206.58188443,1772536.35289212,0.638036809815951,0.914110429447853,0.0133802619290317,0.0222008261210992,0.030942532826676
"330","Richterago stenophylla",1510819.57595503,1034970.89061486,1475130.92455452,0.68503937007874,0.976377952755906,0.00357940672399459,0.00595855717658522,0.00833202693879831
"331","Schefflera gardneri",630499.508075721,297405.428337604,535329.771007688,0.471698113207547,0.849056603773585,0.0242456487754937,0.040081943470732,0.0556612183234663
"332","Schefflera glaziovii",1617885.53015657,1082555.75914888,1582196.87875606,0.669117647058824,0.977941176470588,0.003340272462935,0.00556091990171115,0.00777661953843301
"333","Schinopsis balansae",1510819.57595503,808942.765078284,844631.416478796,0.535433070866142,0.559055118110236,0.0835301245943151,0.135303587925615,0.184152250805474
"334","Scuticaria irwiniana",1475130.92455452,1011178.45634785,1439442.27315401,0.685483870967742,0.975806451612903,0.00366691339357683,0.00610404913428586,0.00853522338410551
"335","Scuticaria itirapinensis",130858.388468546,11896.2171335042,59481.0856675209,0.0909090909090909,0.454545454545455,0.111542622692445,0.178903256331361,0.241156773883305
"336","Senaea coerulea",689980.593743242,511537.33674068,666188.159476234,0.741379310344828,0.96551724137931,0.00524986898802571,0.00873446096364527,0.0122068464756936
"337","Simaba salubris",1213414.14761743,285509.2112041,904112.502146317,0.235294117647059,0.745098039215686,0.0431761037784389,0.0709194782979874,0.0978584259707865
"338","Simaba suaveolens",59481.0856675209,23792.4342670083,59481.0856675209,0.4,1,0,0,0
"339","Simaba warmingiana",951697.370680334,309301.645471109,535329.771007688,0.325,0.5625,0.0826852453575982,0.133974596215561,0.182396231822987
"340","Sinningia araneosa",226028.125536579,59481.0856675209,71377.3028010251,0.263157894736842,0.315789473684211,0.158779887792397,0.250365764556463,0.331980442699718
"341","Sphaerorrhiza burchellii",249820.559803588,59481.0856675209,71377.3028010251,0.238095238095238,0.285714285714286,0.17131439783068,0.268889554290975,0.354975539063808
"342","Spigelia aceifolia",2426828.29523485,1498923.35882153,2248385.03823229,0.617647058823529,0.926470588235294,0.0113905773202271,0.0189121232633532,0.0263764437217969
"343","Spigelia cipoensis",154650.822735554,118962.171335042,142754.60560205,0.769230769230769,0.923076923076923,0.0119346168544164,0.0198117921386103,0.0276261680458436
"344","Sporobolus apiculatus",4437288.99079706,1165829.27908341,1320480.10181896,0.262734584450402,0.297587131367292,0.166237953057065,0.261409807079869,0.345718031807781
"345","Staurogyne elegans",1510819.57595503,1023074.67348136,1475130.92455452,0.677165354330709,0.976377952755906,0.00357940672399459,0.00595855717658522,0.00833202693879831
"346","Stenandrium hatschbachii",820838.982211788,440160.033939654,701876.810876746,0.536231884057971,0.855072463768116,0.0232117243800257,0.038386104752385,0.0533247515216368
"347","Stenandrium stenophyllum",214131.908403075,178443.257002563,214131.908403075,0.833333333333333,1,0,0,0
"348","Stevia hilarii",428263.81680615,237924.342670083,380678.948272134,0.555555555555555,0.888888888888889,0.0175123009308117,0.0290164565853531,0.0403859076553494
"349","Stevia leptophylla",475848.685340167,83273.5199345292,297405.428337604,0.175,0.625,0.0680727678032778,0.110860294980539,0.151683320618737
"350","Stigmaphyllon harleyi",59481.0856675209,23792.4342670083,35688.6514005125,0.4,0.6,0.0737618014548876,0.119888263206607,0.163717637149731
"351","Strophopappus ferrugineus",3033535.36904356,1011178.45634785,1046867.10774837,0.333333333333333,0.345098039215686,0.147505916139848,0.233546833252019,0.310903772894245
"352","Svitramia integerrima",285509.2112041,107065.954201538,237924.342670083,0.375,0.833333333333333,0.026977656474902,0.0445572077956332,0.0618191501460312
"353","Svitramia minor",463952.468206663,237924.342670083,416367.599672646,0.512820512820513,0.897435897435897,0.0161010080892727,0.0266907308407354,0.0371664762135495
"354","Svitramia wurdackiana",535329.771007688,249820.559803588,463952.468206663,0.466666666666667,0.866666666666667,0.0212363902583886,0.0351428415297617,0.0488517074137762
"355","Syagrus glaucescens",844631.416478796,594810.856675209,785150.330811276,0.704225352112676,0.929577464788732,0.0108939961604967,0.0180906473057499,0.0252349362294562
"356","Syagrus mendanhensis",701876.810876746,523433.553874184,678084.376609738,0.745762711864407,0.966101694915254,0.00515956986757971,0.00858448508537946,0.0119976094230602
"357","Symphyopappus uncinatus",832735.199345292,618603.290942217,808942.765078284,0.742857142857143,0.971428571428571,0.00433869109768259,0.00722068886929239,0.0100943445359302
"358","Talisia subalbens",3580761.35718476,1796328.78715913,2926469.41484203,0.501661129568106,0.817275747508306,0.0298133558282133,0.0491934762612144,0.0681864659598831
"359","Thryallis laburnum",1058763.32488187,463952.468206663,475848.685340167,0.438202247191011,0.449438202247191,0.113047223217334,0.181219490245407,0.244151954080569
"360","Thryallis parviflora",1594093.09588956,487744.902473671,535329.771007688,0.305970149253731,0.335820895522388,0.150983447612644,0.238750660450407,0.317444924559845
"361","Tibouchina bergiana",463952.468206663,237924.342670083,416367.599672646,0.512820512820513,0.897435897435897,0.0161010080892727,0.0266907308407354,0.0371664762135495
"362","Trembleya calycina",1475130.92455452,1011178.45634785,1439442.27315401,0.685483870967742,0.975806451612903,0.00366691339357683,0.00610404913428586,0.00853522338410551
"363","Trembleya chamissoana",1260999.01615144,916008.719279821,1213414.14761743,0.726415094339623,0.962264150943396,0.00575332797769113,0.00957047886089046,0.0133729747884584
"364","Trembleya pityoides",1153933.06194991,832735.199345292,1118244.41054939,0.721649484536082,0.969072164948454,0.00470134336036809,0.00782328660433085,0.0109354372804513
"365","Trimezia exillima",939801.15354683,678084.376609738,904112.502146317,0.721518987341772,0.962025316455696,0.0057903477679524,0.00963194086876573,0.0134586901813307
"366","Trimezia fistulosa",1201517.93048392,868423.850745805,1165829.27908341,0.722772277227723,0.97029702970297,0.00451274256504819,0.00750991812390966,0.0104980698994293
"367","Trimezia fistulosa_var._longifolia",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"368","Triraphis devia",3545072.70578424,2712337.50643895,3283355.92884715,0.765100671140939,0.926174496644295,0.0114379763484224,0.0189905193546527,0.0264853614736386
"369","Uebelmannia buiningii",214131.908403075,95169.7370680334,142754.60560205,0.444444444444444,0.666666666666667,0.0590071768097505,0.0963979963901551,0.132303073088744
"370","Uebelmannia gummifera",226028.125536579,107065.954201538,154650.822735554,0.473684210526316,0.684210526315789,0.0553336128187015,0.0905110270770123,0.12437850748916
"371","Vellozia alata",1546508.22735554,1046867.10774837,1510819.57595503,0.676923076923077,0.976923076923077,0.00349597938370405,0.00581983973679401,0.00813828081727808
"372","Vellozia armata",107065.954201538,71377.3028010251,107065.954201538,0.666666666666667,1,0,0,0
"373","Vellozia barbata",142754.60560205,95169.7370680334,142754.60560205,0.666666666666667,1,0,0,0
"374","Vellozia gigantea",285509.2112041,178443.257002563,285509.2112041,0.625,1,0,0,0
"375","Vellozia glabra",2010460.69556221,1225310.36475093,1939083.39276118,0.609467455621302,0.964497041420118,0.00540760310704091,0.00899641641555704,0.0125722801167729
"376","Vellozia hatschbachii",939801.15354683,678084.376609738,916008.719279821,0.721518987341772,0.974683544303797,0.00383897680678713,0.00639010354608405,0.00893469695644278
"377","Vellozia lilacina",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"378","Vellozia metzgerae",1736847.70149161,1177725.49621691,1677366.61582409,0.678082191780822,0.965753424657534,0.00521337265499311,0.00867384607731081,0.0121222818666554
"379","Vellozia nuda",202235.691269571,154650.822735554,190339.474136067,0.764705882352941,0.941176470588235,0.0090524706935956,0.0150418789890954,0.0209950865669291
"380","Vellozia patens",1713055.2672246,1153933.06194991,1629781.74729007,0.673611111111111,0.951388888888889,0.00744698880341843,0.0123808126475897,0.017290111234721
"381","Vellozia sessilis",1249102.79901794,1118244.41054939,1225310.36475093,0.895238095238095,0.980952380952381,0.00288054752773492,0.00479630131714992,0.00670837439150862
"382","Vellozia streptophylla",95169.7370680334,95169.7370680334,95169.7370680334,1,1,0,0,0
"383","Vochysia pygmaea",2046149.34696272,1368064.97035298,1903394.74136067,0.668604651162791,0.930232558139535,0.0107894708022889,0.0179176998128802,0.0249945629642052
"384","Vriesea diamantinensis",237924.342670083,202235.691269571,237924.342670083,0.85,1,0,0,0
"385","Vriesea saxicola",463952.468206663,118962.171335042,321197.862604613,0.256410256410256,0.692307692307692,0.053665063426669,0.087832090929612,0.120765532179664
"386","Wedelia macedoi",249820.559803588,47584.8685340167,190339.474136067,0.19047619047619,0.761904761904762,0.0399693398006017,0.0657240445435998,0.090787828835931
"387","Wunderlichia senae",927904.936413326,713773.02801025,904112.502146317,0.769230769230769,0.974358974358974,0.00388874214314983,0.00647283198412274,0.00905021823626118
"388","Xyris aurea",1713055.2672246,1153933.06194991,1653574.18155708,0.673611111111111,0.965277777777778,0.00528687996274402,0.00879592907785487,0.0122925993216668
"389","Xyris blepharophylla",1736847.70149161,1165829.27908341,1677366.61582409,0.671232876712329,0.965753424657534,0.00521337265499311,0.00867384607731081,0.0121222818666554
"390","Xyris cipoensis",1522715.79308853,1034970.89061486,1487027.14168802,0.6796875,0.9765625,0.00355115866124267,0.00591158904118672,0.00826642793329158
"391","Xyris coutensis",166547.039869058,118962.171335042,166547.039869058,0.714285714285714,1,0,0,0
"392","Xyris dardanoi",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"393","Xyris nigricans",154650.822735554,118962.171335042,142754.60560205,0.769230769230769,0.923076923076923,0.0119346168544164,0.0198117921386103,0.0276261680458436
"394","Xyris obtusiuscula",1510819.57595503,1034970.89061486,1475130.92455452,0.68503937007874,0.976377952755906,0.00357940672399459,0.00595855717658522,0.00833202693879831
"395","Xyris platystachya",844631.416478796,630499.508075721,808942.765078284,0.746478873239437,0.957746478873239,0.00645490280888361,0.0107350070604002,0.0149966730020146
"396","Xyris tortilis",1487027.14168802,1011178.45634785,1451338.49028751,0.68,0.976,0.00363727292423399,0.00605476870288391,0.00846639886083078
"397","Xyris uninervis",214131.908403075,0,107065.954201538,0,0.5,0.0987495373891698,0.159103584746285,0.215415902103249
